20240101	10	19	38	1	6	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240101	16	18	36	1	2	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240101	17	14	28	8	2	1	42000.00	35200.00	5040.00	36960.00	5040.00	36960.00	35200.00	1760.00	0.0500
20240101	18	16	31	1	1	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240101	21	13	25	3	3	3	26000.00	21600.00	3120.00	22880.00	9360.00	68640.00	64800.00	3840.00	0.0600
20240101	24	6	11	1	1	1	28600.00	21740.00	0.00	28600.00	0.00	28600.00	21740.00	6860.00	0.2400
20240101	25	16	31	3	3	3	26000.00	19400.00	3120.00	22880.00	9360.00	68640.00	58200.00	10440.00	0.1500
20240101	25	16	32	4	2	4	26000.00	19400.00	3120.00	22880.00	12480.00	91520.00	77600.00	13920.00	0.1500
20240101	27	20	40	5	3	7	26000.00	19400.00	3120.00	22880.00	21840.00	160160.00	135800.00	24360.00	0.1500
20240101	29	15	29	3	5	4	26000.00	19400.00	3120.00	22880.00	12480.00	91520.00	77600.00	13920.00	0.1500
20240101	30	9	18	1	8	1	27400.00	20660.00	0.00	27400.00	0.00	27400.00	20660.00	6740.00	0.2500
20240101	32	14	28	1	2	4	27400.00	20660.00	0.00	27400.00	0.00	109600.00	82640.00	26960.00	0.2500
20240101	33	2	3	5	1	5	8400.00	3560.00	1008.00	7392.00	5040.00	36960.00	17800.00	19160.00	0.5200
20240101	33	8	16	9	2	3	8400.00	3560.00	1008.00	7392.00	3024.00	22176.00	10680.00	11496.00	0.5200
20240101	34	16	31	1	2	1	27400.00	20660.00	0.00	27400.00	0.00	27400.00	20660.00	6740.00	0.2500
20240101	41	5	9	5	5	4	12000.00	8400.00	1440.00	10560.00	5760.00	42240.00	33600.00	8640.00	0.2000
20240101	41	8	15	10	1	7	12000.00	8400.00	1440.00	10560.00	10080.00	73920.00	58800.00	15120.00	0.2000
20240101	49	10	20	5	1	6	12000.00	8400.00	1440.00	10560.00	8640.00	63360.00	50400.00	12960.00	0.2000
20240101	4	8	15	1	2	2	30000.00	29400.00	0.00	30000.00	0.00	60000.00	58800.00	1200.00	0.0200
20240101	7	6	11	4	3	7	30000.00	25000.00	3600.00	26400.00	25200.00	184800.00	175000.00	9800.00	0.0500
20240101	9	19	37	5	2	7	30000.00	25000.00	3600.00	26400.00	25200.00	184800.00	175000.00	9800.00	0.0500
20240102	17	18	36	2	1	1	42000.00	35200.00	5040.00	36960.00	5040.00	36960.00	35200.00	1760.00	0.0500
20240102	17	19	37	5	3	1	42000.00	35200.00	5040.00	36960.00	5040.00	36960.00	35200.00	1760.00	0.0500
20240102	18	5	10	1	2	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240102	26	14	28	1	1	2	28600.00	21740.00	0.00	28600.00	0.00	57200.00	43480.00	13720.00	0.2400
20240102	29	18	36	3	1	5	26000.00	19400.00	3120.00	22880.00	15600.00	114400.00	97000.00	17400.00	0.1500
20240102	37	15	29	9	6	4	8400.00	5880.00	1008.00	7392.00	4032.00	29568.00	23520.00	6048.00	0.2000
20240102	38	15	29	1	3	2	27400.00	19180.00	0.00	27400.00	0.00	54800.00	38360.00	16440.00	0.3000
20240102	41	18	35	5	2	5	12000.00	8400.00	1440.00	10560.00	7200.00	52800.00	42000.00	10800.00	0.2000
20240102	46	12	23	1	2	4	12000.00	8400.00	0.00	12000.00	0.00	48000.00	33600.00	14400.00	0.3000
20240102	50	11	22	1	8	1	12000.00	8400.00	0.00	12000.00	0.00	12000.00	8400.00	3600.00	0.3000
20240102	50	2	4	1	3	2	12000.00	8400.00	0.00	12000.00	0.00	24000.00	16800.00	7200.00	0.3000
20240102	8	1	2	1	6	1	30000.00	29400.00	0.00	30000.00	0.00	30000.00	29400.00	600.00	0.0200
20240102	9	18	36	2	1	7	30000.00	25000.00	3600.00	26400.00	25200.00	184800.00	175000.00	9800.00	0.0500
20240102	9	20	40	2	1	3	30000.00	25000.00	3600.00	26400.00	10800.00	79200.00	75000.00	4200.00	0.0500
20240103	10	16	31	1	1	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240103	12	8	15	1	2	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240103	15	9	17	6	7	2	42000.00	35200.00	5040.00	36960.00	10080.00	73920.00	70400.00	3520.00	0.0500
20240103	16	12	23	1	3	3	42000.00	41400.00	0.00	42000.00	0.00	126000.00	124200.00	1800.00	0.0100
20240103	16	9	18	1	7	3	42000.00	41400.00	0.00	42000.00	0.00	126000.00	124200.00	1800.00	0.0100
20240103	25	16	32	4	2	4	26000.00	19400.00	3120.00	22880.00	12480.00	91520.00	77600.00	13920.00	0.1500
20240103	25	18	36	2	3	4	26000.00	19400.00	3120.00	22880.00	12480.00	91520.00	77600.00	13920.00	0.1500
20240103	33	19	37	4	6	6	8400.00	3560.00	1008.00	7392.00	6048.00	44352.00	21360.00	22992.00	0.5200
20240103	33	7	13	10	5	5	8400.00	3560.00	1008.00	7392.00	5040.00	36960.00	17800.00	19160.00	0.5200
20240103	35	4	7	10	1	6	8400.00	3560.00	1008.00	7392.00	6048.00	44352.00	21360.00	22992.00	0.5200
20240103	36	17	34	1	8	2	27400.00	20660.00	0.00	27400.00	0.00	54800.00	41320.00	13480.00	0.2500
20240103	38	3	6	1	5	4	27400.00	19180.00	0.00	27400.00	0.00	109600.00	76720.00	32880.00	0.3000
20240103	40	13	25	1	7	3	12000.00	8400.00	0.00	12000.00	0.00	36000.00	25200.00	10800.00	0.3000
20240103	48	8	16	1	3	1	12000.00	8400.00	0.00	12000.00	0.00	12000.00	8400.00	3600.00	0.3000
20240104	14	9	18	1	2	4	42000.00	41400.00	0.00	42000.00	0.00	168000.00	165600.00	2400.00	0.0100
20240104	22	12	23	1	1	3	28600.00	28000.00	0.00	28600.00	0.00	85800.00	84000.00	1800.00	0.0200
20240104	22	15	29	1	2	4	28600.00	28000.00	0.00	28600.00	0.00	114400.00	112000.00	2400.00	0.0200
20240104	26	14	27	1	2	4	28600.00	21740.00	0.00	28600.00	0.00	114400.00	86960.00	27440.00	0.2400
20240104	26	2	4	1	1	4	28600.00	21740.00	0.00	28600.00	0.00	114400.00	86960.00	27440.00	0.2400
20240104	27	4	8	5	2	4	26000.00	19400.00	3120.00	22880.00	12480.00	91520.00	77600.00	13920.00	0.1500
20240104	30	13	26	1	8	2	27400.00	20660.00	0.00	27400.00	0.00	54800.00	41320.00	13480.00	0.2500
20240104	33	12	23	9	3	4	8400.00	3560.00	1008.00	7392.00	4032.00	29568.00	14240.00	15328.00	0.5200
20240104	36	18	35	1	2	2	27400.00	20660.00	0.00	27400.00	0.00	54800.00	41320.00	13480.00	0.2500
20240104	37	7	14	4	4	3	8400.00	5880.00	1008.00	7392.00	3024.00	22176.00	17640.00	4536.00	0.2000
20240104	39	19	38	7	6	1	8400.00	5880.00	1008.00	7392.00	1008.00	7392.00	5880.00	1512.00	0.2000
20240104	3	14	28	5	1	6	30000.00	25000.00	3600.00	26400.00	21600.00	158400.00	150000.00	8400.00	0.0500
20240104	41	15	29	2	3	2	12000.00	8400.00	1440.00	10560.00	2880.00	21120.00	16800.00	4320.00	0.2000
20240104	42	2	3	1	3	4	12000.00	8400.00	0.00	12000.00	0.00	48000.00	33600.00	14400.00	0.3000
20240104	44	9	18	1	5	4	12000.00	8400.00	0.00	12000.00	0.00	48000.00	33600.00	14400.00	0.3000
20240104	4	11	22	1	2	1	30000.00	29400.00	0.00	30000.00	0.00	30000.00	29400.00	600.00	0.0200
20240104	4	19	37	1	2	1	30000.00	29400.00	0.00	30000.00	0.00	30000.00	29400.00	600.00	0.0200
20240104	50	19	38	1	7	3	12000.00	8400.00	0.00	12000.00	0.00	36000.00	25200.00	10800.00	0.3000
20240104	7	11	21	10	3	7	30000.00	25000.00	3600.00	26400.00	25200.00	184800.00	175000.00	9800.00	0.0500
20240105	10	5	9	1	3	3	42000.00	41400.00	0.00	42000.00	0.00	126000.00	124200.00	1800.00	0.0100
20240105	11	11	21	6	5	6	42000.00	35200.00	5040.00	36960.00	30240.00	221760.00	211200.00	10560.00	0.0500
20240105	19	18	35	3	1	5	42000.00	35200.00	5040.00	36960.00	25200.00	184800.00	176000.00	8800.00	0.0500
20240105	22	19	37	1	3	1	28600.00	28000.00	0.00	28600.00	0.00	28600.00	28000.00	600.00	0.0200
20240105	29	7	14	8	4	5	26000.00	19400.00	3120.00	22880.00	15600.00	114400.00	97000.00	17400.00	0.1500
20240105	45	3	6	8	6	1	12000.00	8400.00	1440.00	10560.00	1440.00	10560.00	8400.00	2160.00	0.2000
20240105	46	8	15	1	1	3	12000.00	8400.00	0.00	12000.00	0.00	36000.00	25200.00	10800.00	0.3000
20240105	47	2	3	10	2	4	12000.00	8400.00	1440.00	10560.00	5760.00	42240.00	33600.00	8640.00	0.2000
20240105	50	20	39	1	2	2	12000.00	8400.00	0.00	12000.00	0.00	24000.00	16800.00	7200.00	0.3000
20240106	11	10	19	8	1	6	42000.00	35200.00	5040.00	36960.00	30240.00	221760.00	211200.00	10560.00	0.0500
20240106	11	3	6	3	3	2	42000.00	35200.00	5040.00	36960.00	10080.00	73920.00	70400.00	3520.00	0.0500
20240106	15	16	32	10	2	3	42000.00	35200.00	5040.00	36960.00	15120.00	110880.00	105600.00	5280.00	0.0500
20240106	16	6	11	1	3	4	42000.00	41400.00	0.00	42000.00	0.00	168000.00	165600.00	2400.00	0.0100
20240106	18	19	38	1	7	2	42000.00	41400.00	0.00	42000.00	0.00	84000.00	82800.00	1200.00	0.0100
20240106	23	18	35	9	2	5	26000.00	21600.00	3120.00	22880.00	15600.00	114400.00	108000.00	6400.00	0.0600
20240106	24	2	4	1	3	2	28600.00	21740.00	0.00	28600.00	0.00	57200.00	43480.00	13720.00	0.2400
20240106	35	8	15	5	3	2	8400.00	3560.00	1008.00	7392.00	2016.00	14784.00	7120.00	7664.00	0.5200
20240106	40	12	23	1	1	4	12000.00	8400.00	0.00	12000.00	0.00	48000.00	33600.00	14400.00	0.3000
20240106	44	17	33	1	8	1	12000.00	8400.00	0.00	12000.00	0.00	12000.00	8400.00	3600.00	0.3000
20240107	11	1	1	7	3	2	42000.00	35200.00	5040.00	36960.00	10080.00	73920.00	70400.00	3520.00	0.0500
20240107	11	6	11	2	2	7	42000.00	35200.00	5040.00	36960.00	35280.00	258720.00	246400.00	12320.00	0.0500
20240107	13	11	22	7	7	2	42000.00	35200.00	5040.00	36960.00	10080.00	73920.00	70400.00	3520.00	0.0500
20240107	13	5	10	9	2	4	42000.00	35200.00	5040.00	36960.00	20160.00	147840.00	140800.00	7040.00	0.0500
20240107	2	10	20	1	3	2	30000.00	29400.00	0.00	30000.00	0.00	60000.00	58800.00	1200.00	0.0200
20240107	30	15	30	1	6	4	27400.00	20660.00	0.00	27400.00	0.00	109600.00	82640.00	26960.00	0.2500
20240107	31	11	21	8	8	5	8400.00	3560.00	1008.00	7392.00	5040.00	36960.00	17800.00	19160.00	0.5200
20240107	37	18	35	5	1	6	8400.00	5880.00	1008.00	7392.00	6048.00	44352.00	35280.00	9072.00	0.2000
20240107	40	10	19	1	3	1	12000.00	8400.00	0.00	12000.00	0.00	12000.00	8400.00	3600.00	0.3000
20240107	49	10	20	10	2	3	12000.00	8400.00	1440.00	10560.00	4320.00	31680.00	25200.00	6480.00	0.2000
20240107	4	19	37	1	5	1	30000.00	29400.00	0.00	30000.00	0.00	30000.00	29400.00	600.00	0.0200
20240107	7	19	37	2	2	2	30000.00	25000.00	3600.00	26400.00	7200.00	52800.00	50000.00	2800.00	0.0500
20240107	7	5	10	3	4	3	30000.00	25000.00	3600.00	26400.00	10800.00	79200.00	75000.00	4200.00	0.0500
20240107	8	19	38	1	5	2	30000.00	29400.00	0.00	30000.00	0.00	60000.00	58800.00	1200.00	0.0200
20240107	9	1	1	6	2	1	30000.00	25000.00	3600.00	26400.00	3600.00	26400.00	25000.00	1400.00	0.0500
20240108	14	5	10	1	2	1	42000.00	41400.00	0.00	42000.00	0.00	42000.00	41400.00	600.00	0.0100
20240108	17	12	24	8	1	3	42000.00	35200.00	5040.00	36960.00	15120.00	110880.00	105600.00	5280.00	0.0500
20240108	20	15	29	1	8	4	28600.00	28000.00	0.00	28600.00	0.00	114400.00	112000.00	2400.00	0.0200
20240108	20	19	38	1	6	3	28600.00	28000.00	0.00	28600.00	0.00	85800.00	84000.00	1800.00	0.0200
20240108	20	2	3	1	2	4	28600.00	28000.00	0.00	28600.00	0.00	114400.00	112000.00	2400.00	0.0200
20240108	21	20	39	4	1	2	26000.00	21600.00	3120.00	22880.00	6240.00	45760.00	43200.00	2560.00	0.0600
20240108	2	14	27	1	1	4	30000.00	29400.00	0.00	30000.00	0.00	120000.00	117600.00	2400.00	0.0200
